Hour	MeanValue
01-Jan-2017 00:00:00	0.03
01-Jan-2017 01:00:00	0.04
01-Jan-2017 02:00:00	NaN
01-Jan-2017 03:00:00	NaN
01-Jan-2017 04:00:00	NaN
01-Jan-2017 05:00:00	NaN
01-Jan-2017 06:00:00	NaN
01-Jan-2017 07:00:00	0.175
01-Jan-2017 08:00:00	NaN
01-Jan-2017 09:00:00	0.335
01-Jan-2017 10:00:00	0.34
01-Jan-2017 11:00:00	NaN
01-Jan-2017 12:00:00	0.365
01-Jan-2017 13:00:00	NaN
01-Jan-2017 14:00:00	0.3575
01-Jan-2017 15:00:00	0.36
01-Jan-2017 16:00:00	0.36
01-Jan-2017 17:00:00	0.365
01-Jan-2017 18:00:00	NaN
01-Jan-2017 19:00:00	NaN
01-Jan-2017 20:00:00	0.38
01-Jan-2017 21:00:00	0.38
01-Jan-2017 22:00:00	0.38
01-Jan-2017 23:00:00	NaN
02-Jan-2017 00:00:00	NaN
02-Jan-2017 01:00:00	NaN
02-Jan-2017 02:00:00	NaN
02-Jan-2017 03:00:00	0.32
02-Jan-2017 04:00:00	0.305
02-Jan-2017 05:00:00	0.2925
02-Jan-2017 06:00:00	0.3
02-Jan-2017 07:00:00	0.315
02-Jan-2017 08:00:00	0.335
02-Jan-2017 09:00:00	NaN
02-Jan-2017 10:00:00	NaN
02-Jan-2017 11:00:00	NaN
02-Jan-2017 12:00:00	0.3325
02-Jan-2017 13:00:00	0.33
02-Jan-2017 14:00:00	NaN
02-Jan-2017 15:00:00	0.1575
02-Jan-2017 16:00:00	0.03
02-Jan-2017 17:00:00	0.0125
02-Jan-2017 18:00:00	0.01
02-Jan-2017 19:00:00	0
02-Jan-2017 20:00:00	0
02-Jan-2017 21:00:00	NaN
02-Jan-2017 22:00:00	NaN
02-Jan-2017 23:00:00	NaN
03-Jan-2017 00:00:00	NaN
03-Jan-2017 01:00:00	NaN
03-Jan-2017 02:00:00	NaN
03-Jan-2017 03:00:00	NaN
03-Jan-2017 04:00:00	NaN
03-Jan-2017 05:00:00	NaN
03-Jan-2017 06:00:00	NaN
03-Jan-2017 07:00:00	NaN
03-Jan-2017 08:00:00	NaN
03-Jan-2017 09:00:00	NaN
03-Jan-2017 10:00:00	NaN
03-Jan-2017 11:00:00	NaN
03-Jan-2017 12:00:00	NaN
03-Jan-2017 13:00:00	NaN
03-Jan-2017 14:00:00	0.35
03-Jan-2017 15:00:00	0.35
03-Jan-2017 16:00:00	0.345
03-Jan-2017 17:00:00	0.34
03-Jan-2017 18:00:00	0.3325
03-Jan-2017 19:00:00	0.325
03-Jan-2017 20:00:00	0.31
03-Jan-2017 21:00:00	0.315
03-Jan-2017 22:00:00	0.3275
03-Jan-2017 23:00:00	0.34
04-Jan-2017 00:00:00	0.365
04-Jan-2017 01:00:00	0.36
04-Jan-2017 02:00:00	0.1525
04-Jan-2017 03:00:00	0.4275
04-Jan-2017 04:00:00	0.445
04-Jan-2017 05:00:00	0.4675
04-Jan-2017 06:00:00	0.4775
04-Jan-2017 07:00:00	0.4825
04-Jan-2017 08:00:00	0.495
04-Jan-2017 09:00:00	0.5175
04-Jan-2017 10:00:00	0.555
04-Jan-2017 11:00:00	0.5875
04-Jan-2017 12:00:00	0.5875
04-Jan-2017 13:00:00	0.58
04-Jan-2017 14:00:00	0.58
04-Jan-2017 15:00:00	0.57
04-Jan-2017 16:00:00	0.57
04-Jan-2017 17:00:00	0.57
04-Jan-2017 18:00:00	0.57
04-Jan-2017 19:00:00	0.57
04-Jan-2017 20:00:00	0.565
04-Jan-2017 21:00:00	0.57
04-Jan-2017 22:00:00	0.57
04-Jan-2017 23:00:00	0.57
05-Jan-2017 00:00:00	0.57
05-Jan-2017 01:00:00	0.5725
05-Jan-2017 02:00:00	0.575
05-Jan-2017 03:00:00	0.58
05-Jan-2017 04:00:00	0.58
05-Jan-2017 05:00:00	0.58
05-Jan-2017 06:00:00	0.57
05-Jan-2017 07:00:00	0.565
05-Jan-2017 08:00:00	0.545
05-Jan-2017 09:00:00	0.52
05-Jan-2017 10:00:00	0.57
05-Jan-2017 11:00:00	NaN
05-Jan-2017 12:00:00	NaN
05-Jan-2017 13:00:00	0.6225
05-Jan-2017 14:00:00	0.6375
05-Jan-2017 15:00:00	NaN
05-Jan-2017 16:00:00	0.6725
05-Jan-2017 17:00:00	0.69
05-Jan-2017 18:00:00	0.8175
05-Jan-2017 19:00:00	1.065
05-Jan-2017 20:00:00	1.26
05-Jan-2017 21:00:00	1.19
05-Jan-2017 22:00:00	1.1625
05-Jan-2017 23:00:00	1.2325
06-Jan-2017 00:00:00	1.215
06-Jan-2017 01:00:00	1.1725
06-Jan-2017 02:00:00	1.1625
06-Jan-2017 03:00:00	1.165
06-Jan-2017 04:00:00	1.1625
06-Jan-2017 05:00:00	1.165
06-Jan-2017 06:00:00	1.1975
06-Jan-2017 07:00:00	1.1975
06-Jan-2017 08:00:00	1.1525
06-Jan-2017 09:00:00	1.1575
06-Jan-2017 10:00:00	1.165
06-Jan-2017 11:00:00	1.175
06-Jan-2017 12:00:00	1.215
06-Jan-2017 13:00:00	1.23
06-Jan-2017 14:00:00	1.235
06-Jan-2017 15:00:00	1.2325
06-Jan-2017 16:00:00	1.2275
06-Jan-2017 17:00:00	1.21
06-Jan-2017 18:00:00	1.2
06-Jan-2017 19:00:00	1.195
06-Jan-2017 20:00:00	1.2
06-Jan-2017 21:00:00	1.2
06-Jan-2017 22:00:00	1.205
06-Jan-2017 23:00:00	1.21
07-Jan-2017 00:00:00	1.21
07-Jan-2017 01:00:00	1.21
07-Jan-2017 02:00:00	1.21
07-Jan-2017 03:00:00	1.21
07-Jan-2017 04:00:00	1.21
07-Jan-2017 05:00:00	1.21
07-Jan-2017 06:00:00	1.21
07-Jan-2017 07:00:00	1.205
07-Jan-2017 08:00:00	1.21
07-Jan-2017 09:00:00	1.21
07-Jan-2017 10:00:00	1.2025
07-Jan-2017 11:00:00	1.205
07-Jan-2017 12:00:00	1.21
07-Jan-2017 13:00:00	1.215
07-Jan-2017 14:00:00	1.22
07-Jan-2017 15:00:00	1.2225
07-Jan-2017 16:00:00	1.2325
07-Jan-2017 17:00:00	1.24
07-Jan-2017 18:00:00	1.2325
07-Jan-2017 19:00:00	1.22
07-Jan-2017 20:00:00	1.2475
07-Jan-2017 21:00:00	1.4225
07-Jan-2017 22:00:00	1.5325
07-Jan-2017 23:00:00	1.53
08-Jan-2017 00:00:00	1.52
08-Jan-2017 01:00:00	1.53
08-Jan-2017 02:00:00	1.5525
08-Jan-2017 03:00:00	1.5875
08-Jan-2017 04:00:00	1.6775
08-Jan-2017 05:00:00	1.735
08-Jan-2017 06:00:00	1.8175
08-Jan-2017 07:00:00	1.925
08-Jan-2017 08:00:00	2.0725
08-Jan-2017 09:00:00	2.2225
08-Jan-2017 10:00:00	2.3375
08-Jan-2017 11:00:00	2.41
08-Jan-2017 12:00:00	2.755
08-Jan-2017 13:00:00	2.8125
08-Jan-2017 14:00:00	2.815
08-Jan-2017 15:00:00	2.2325
08-Jan-2017 16:00:00	2.1175
08-Jan-2017 17:00:00	1.815
08-Jan-2017 18:00:00	1.8275
08-Jan-2017 19:00:00	1.625
08-Jan-2017 20:00:00	1.5875
08-Jan-2017 21:00:00	1.5025
08-Jan-2017 22:00:00	1.3125
08-Jan-2017 23:00:00	1.3125
09-Jan-2017 00:00:00	1.2025
09-Jan-2017 01:00:00	1.19
09-Jan-2017 02:00:00	1.1875
09-Jan-2017 03:00:00	1.19
09-Jan-2017 04:00:00	1.19
09-Jan-2017 05:00:00	1.185
09-Jan-2017 06:00:00	1.18
09-Jan-2017 07:00:00	1.18
09-Jan-2017 08:00:00	1.18
09-Jan-2017 09:00:00	1.18
09-Jan-2017 10:00:00	NaN
09-Jan-2017 11:00:00	1.18
